item,family,question_text,option_code,option_label,option_position,n_options,option_text,paired_coverage,entropy_nats
CC20_440b,CC20_440,"99 Not Asked Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",5,Strongly disagree,4,5,"Question: 99 Not Asked Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Strongly disagree",0.9753448041745068,1.4821873365804747
CC20_440c,CC20_440,"Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",1,Strongly agree,0,5,"Question: Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Strongly agree",0.994859459564315,1.462667054432695
CC20_440c,CC20_440,"Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",2,Somewhat agree,1,5,"Question: Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Somewhat agree",0.994859459564315,1.462667054432695
CC20_440c,CC20_440,"Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",3,Neither agree nor disagree,2,5,"Question: Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Neither agree nor disagree",0.994859459564315,1.462667054432695
CC20_440c,CC20_440,"Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",4,Somewhat disagree,3,5,"Question: Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Somewhat disagree",0.994859459564315,1.462667054432695
CC20_440c,CC20_440,"Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",5,Strongly disagree,4,5,"Question: Page: implicit_page_CC20_440_grid CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Strongly disagree",0.994859459564315,1.462667054432695
CC20_440d,CC20_440,"CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",1,Strongly agree,0,5,"Question: CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Strongly agree",0.9947236717037496,1.55926568647491
CC20_440d,CC20_440,"CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",2,Somewhat agree,1,5,"Question: CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Somewhat agree",0.9947236717037496,1.55926568647491
CC20_440d,CC20_440,"CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",3,Neither agree nor disagree,2,5,"Question: CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Neither agree nor disagree",0.9947236717037496,1.55926568647491
CC20_440d,CC20_440,"CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",4,Somewhat disagree,3,5,"Question: CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Somewhat disagree",0.9947236717037496,1.55926568647491
CC20_440d,CC20_440,"CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked",5,Strongly disagree,4,5,"Question: CC20_440_grid DYNAMIC GRID Do you agree or disagree with the following statements? /Sexual agreement ROWS CC20_440a White people in the U.S. have certain advantages because of the color of their skin. CC20_440b Racial problems in the U.S. are rare, isolated situations. CC20_440c Women seek to gain power by getting control over men. CC20_440d Women are too easily offended. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat disagree 5 ○ Strongly disagree 8 Skipped 9 Not Asked Response option: Strongly disagree",0.9947236717037496,1.55926568647491
CC20_441a,CC20_441,"Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree",1,Strongly agree,0,5,"Question: Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree Response option: Strongly agree",0.9993210606971736,1.585283836720143
CC20_441a,CC20_441,"Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree",2,Somewhat agree,1,5,"Question: Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree Response option: Somewhat agree",0.9993210606971736,1.585283836720143
CC20_441a,CC20_441,"Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree",3,Neither agree nor disagree,2,5,"Question: Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree Response option: Neither agree nor disagree",0.9993210606971736,1.585283836720143
CC20_441a,CC20_441,"Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree",4,Somewhat disagree,3,5,"Question: Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree Response option: Somewhat disagree",0.9993210606971736,1.585283836720143
CC20_441a,CC20_441,"Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree",5,Strongly disagree,4,5,"Question: Page: implicit_page_CC20_441_grid CC20_441_grid- prompt once on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree Response option: Strongly disagree",0.9993210606971736,1.585283836720143
CC20_441b,CC20_441,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",1,Strongly agree,0,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Strongly agree",0.9992240693681984,1.5585239908207842
CC20_441b,CC20_441,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",2,Somewhat agree,1,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Somewhat agree",0.9992240693681984,1.5585239908207842
CC20_441b,CC20_441,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",3,Neither agree nor disagree,2,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Neither agree nor disagree",0.9992240693681984,1.5585239908207842
CC20_441b,CC20_441,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",4,Somewhat disagree,3,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Somewhat disagree",0.9992240693681984,1.5585239908207842
CC20_441b,CC20_441,"on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat",5,Strongly disagree,4,5,"Question: on skip GRID How much do you agree or disagree with the following statements? Resentment ROWS CC20_441a Irish, Italians, Jewish and many other minorities overcame prejudice and worked their way up. Blacks should do the same without any special favors. CC20_441b Generations of slavery and discrimination have created conditions that make it difficult for blacks to work their way out of the lower class. CC20_441e- Show if race != 1 I resent when Whites deny the existence of racial discrimination. CC20_441f- Show if race != 1 Whites get away with offenses that African Americans would never get away with. CC20_441g- Show if race != 1 Whites do not go to great lengths to understand the problems African Americans face. COLUMNS 1 ○ Strongly agree 2 ○ Somewhat agree 3 ○ Neither agree nor disagree 4 ○ Somewhat Response option: Strongly disagree",0.9992240693681984,1.5585239908207842
CC20_442a,CC20_442,prompt once on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,1,Support,0,2,Question: prompt once on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Support,0.9992046711024034,0.6928555252481838
CC20_442a,CC20_442,prompt once on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked,2,Oppose,1,2,Question: prompt once on skip GRID For each of the following tell us whether you support or oppose these decisions. Orders Two ROWS CC20_442a Assassination of Iranian General Qasem Soleimani CC20_442b Withdraw the United States from the Iran Nuclear Accord and reimpose sanctions on Iran CC20_442c Declare a national emergency to permit construction of border wall with Mexico CC20_442d Suspend a program that allows migrants to remain in the US while their asylum cases were being decided. CC20_442e Withdraw troops from Kurdish-controlled region of northern Syria on the border with Turkey COLUMNS 1 ○ Support 2 ○ Oppose 8 Skipped 9 Not Asked Response option: Oppose,0.9992046711024034,0.6928555252481838
