item,family,wave,question_text,option_code,option_label,option_position,n_options,option_text,paired_coverage,entropy_nats
CC20_332d,CC20_332,source_pre,"[CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit",1,Support,0,2,"Question: [CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit Response option: Support",0.9996896277472794,0.6737597465625311
CC20_332d,CC20_332,source_pre,"[CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit",2,Oppose,1,2,"Question: [CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit Response option: Oppose",0.9996896277472794,0.6737597465625311
CC20_332e,CC20_332,source_pre,"[CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯",1,Support,0,2,"Question: [CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯ Response option: Support",0.9997090260130744,0.6806086648196261
CC20_332e,CC20_332,source_pre,"[CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯",2,Oppose,1,2,"Question: [CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯ Response option: Oppose",0.9997090260130744,0.6806086648196261
CC20_332f,CC20_332,source_pre,"[CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯",1,Support,0,2,"Question: [CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯ Response option: Support",0.9995344416209192,0.4226063990936343
CC20_332f,CC20_332,source_pre,"[CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯",2,Oppose,1,2,"Question: [CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯ Response option: Oppose",0.9995344416209192,0.4226063990936343
CC20_332g,CC20_332,source_pre,"[CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯",1,Support,0,2,"Question: [CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯ Response option: Support",0.9995732381525092,0.6693149133881939
CC20_332g,CC20_332,source_pre,"[CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯",2,Oppose,1,2,"Question: [CC20_332grid] {grid} On the topic of abortion, do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_332a] Always allow a woman to obtain an abortion as a matter of choice ◯ ◯ [CC20_332b] Permit abortion only in case of rape, incest or when the woman's life is in danger ◯ ◯ [CC20_332c] Prohibit all abortions after the 20th week of pregnancy ◯ ◯ [CC20_332d] Allow employers to decline coverage of abortions in insurance plans ◯ ◯ [CC20_332e] Prohibit the expenditure of funds authorized or appropriated by federal law for any abortion. ◯ ◯ [CC20_332f] Make abortions illegal in all circumstances ◯ ◯ [CC20_332g] Prohibit states from requiring that abortions be performed only at hospitals (not clinics). ◯ ◯ Response option: Oppose",0.9995732381525092,0.6693149133881939
CC20_333a,CC20_333,source_pre,"[CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental",1,Support,0,2,"Question: [CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Response option: Support",0.9996702294814844,0.6131939028361224
CC20_333a,CC20_333,source_pre,"[CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental",2,Oppose,1,2,"Question: [CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Response option: Oppose",0.9996702294814844,0.6131939028361224
CC20_333b,CC20_333,source_pre,"[CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯",1,Support,0,2,"Question: [CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ Response option: Support",0.9997478225446644,0.6372468635499491
CC20_333b,CC20_333,source_pre,"[CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯",2,Oppose,1,2,"Question: [CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ Response option: Oppose",0.9997478225446644,0.6372468635499491
CC20_333c,CC20_333,source_pre,"[CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ [CC20_333d] Raise the average fuel efficiency for all cars and trucks in the US from 40 miles per gallon to 54.5 miles per gallon by 2025. ◯ ◯",1,Support,0,2,"Question: [CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ [CC20_333d] Raise the average fuel efficiency for all cars and trucks in the US from 40 miles per gallon to 54.5 miles per gallon by 2025. ◯ ◯ Response option: Support",0.9997478225446644,0.6579247888896409
CC20_333c,CC20_333,source_pre,"[CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ [CC20_333d] Raise the average fuel efficiency for all cars and trucks in the US from 40 miles per gallon to 54.5 miles per gallon by 2025. ◯ ◯",2,Oppose,1,2,"Question: [CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ [CC20_333d] Raise the average fuel efficiency for all cars and trucks in the US from 40 miles per gallon to 54.5 miles per gallon by 2025. ◯ ◯ Response option: Oppose",0.9997478225446644,0.6579247888896409
CC20_333d,CC20_333,source_pre,"[CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ [CC20_333d] Raise the average fuel efficiency for all cars and trucks in the US from 40 miles per gallon to 54.5 miles per gallon by 2025. ◯ ◯",1,Support,0,2,"Question: [CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ [CC20_333d] Raise the average fuel efficiency for all cars and trucks in the US from 40 miles per gallon to 54.5 miles per gallon by 2025. ◯ ◯ Response option: Support",0.9996896277472794,0.6212746162587726
CC20_333d,CC20_333,source_pre,"[CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ [CC20_333d] Raise the average fuel efficiency for all cars and trucks in the US from 40 miles per gallon to 54.5 miles per gallon by 2025. ◯ ◯",2,Oppose,1,2,"Question: [CC20_333grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_333a] Give the Environmental Protection Agency power to regulate Carbon Dioxide emissions ◯ ◯ [CC20_333b] Require that each state use a minimum amount of renewable fuels (wind, solar, and hydroelectric) in the generation of electricity even if electricity prices increase a little ◯ ◯ [CC20_333c] Strengthen the Environmental Protection Agency enforcement of the Clean Air Act and Clean Water Act even if it costs U.S. jobs ◯ ◯ [CC20_333d] Raise the average fuel efficiency for all cars and trucks in the US from 40 miles per gallon to 54.5 miles per gallon by 2025. ◯ ◯ Response option: Oppose",0.9996896277472794,0.6212746162587726
CC20_334a,CC20_334,source_pre,"[CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services.",1,Support,0,2,"Question: [CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. Response option: Support",0.9997284242788694,0.5899159894002524
CC20_334a,CC20_334,source_pre,"[CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services.",2,Oppose,1,2,"Question: [CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. Response option: Oppose",0.9997284242788694,0.5899159894002524
CC20_334c,CC20_334,source_pre,"[CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a",1,Support,0,2,"Question: [CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a Response option: Support",0.9996314329498944,0.6902540764970333
CC20_334c,CC20_334,source_pre,"[CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a",2,Oppose,1,2,"Question: [CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a Response option: Oppose",0.9996314329498944,0.6902540764970333
CC20_334d,CC20_334,source_pre,"[CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a national registry of police who have been investigated for or disciplined for misconduct. ◯ ◯ [CC20_334g] End the",1,Support,0,2,"Question: [CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a national registry of police who have been investigated for or disciplined for misconduct. ◯ ◯ [CC20_334g] End the Response option: Support",0.999515043355124,0.6711157335124243
CC20_334d,CC20_334,source_pre,"[CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a national registry of police who have been investigated for or disciplined for misconduct. ◯ ◯ [CC20_334g] End the",2,Oppose,1,2,"Question: [CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a national registry of police who have been investigated for or disciplined for misconduct. ◯ ◯ [CC20_334g] End the Response option: Oppose",0.999515043355124,0.6711157335124243
CC20_334e,CC20_334,source_pre,"[CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a national registry of police who have been investigated for or disciplined for misconduct. ◯ ◯ [CC20_334g] End the Department of Defense program that sends surplus military weapons and equipment to police departments. ◯ ◯",1,Support,0,2,"Question: [CC20_334grid] {grid} Do you support or oppose each of the following proposals? [1] Support [2] Oppose [CC20_334a] Eliminate mandatory minimum sentences for non-violent drug offenders. ◯ ◯ [CC20_334b] Require police officers to wear body cameras that record all of their activities while on duty. ◯ ◯ [CC20_334c] Increase the number of police on the street by 10 percent, even if it means fewer funds for other public services. ◯ ◯ [CC20_334d] Decrease the number of police on the street by 10 percent, and increase funding for other public services ◯ ◯ [CC20_334e] Ban the use of choke holds by police ◯ ◯ [CC20_334f] Create a national registry of police who have been investigated for or disciplined for misconduct. ◯ ◯ [CC20_334g] End the Department of Defense program that sends surplus military weapons and equipment to police departments. ◯ ◯ Response option: Support",0.9995344416209192,0.5401376309548098
